request_id,department,request_type,created_date,status,closed_date,days_open,council_district,priority
SR-100989,Planning,Land Use Complaint,2026-03-31,Resolved,2026-04-01,1,2,Medium
SR-101802,Water Utilities,Billing Inquiry,2026-04-01,Closed,2026-04-11,10,2,Low
SR-102480,Public Works,Street Light Outage,2026-04-01,Closed,2026-04-19,18,1,Low
SR-100261,Code Enforcement,Illegal Dumping,2026-04-01,Open,,162,4,Medium
SR-102466,Public Works,Storm Drain Blocked,2026-04-01,Closed,2026-04-06,5,3,Medium
SR-102102,Planning,Sign Violation,2026-04-02,Open,,161,1,Low
SR-102455,Public Works,Street Light Outage,2026-04-02,In Progress,,161,5,Medium
SR-102148,Animal Control,Stray Animal,2026-04-02,Open,,161,4,Low
SR-100431,Water Utilities,Billing Inquiry,2026-04-02,Closed,2026-04-11,9,1,Low
SR-100540,Water Utilities,Water Main Break,2026-04-03,Resolved,2026-04-03,0,5,Low
SR-100615,Parks & Recreation,Playground Equipment Damage,2026-04-03,Open,,160,5,Low
SR-101466,Planning,Sign Violation,2026-04-04,Resolved,2026-04-08,4,3,Low
SR-100191,Planning,Land Use Complaint,2026-04-04,Resolved,2026-04-17,13,2,High
SR-100625,Public Works,Sidewalk Damage,2026-04-04,Closed,2026-04-04,0,5,Low
SR-102118,Planning,Permit Question,2026-04-04,Open,,159,1,Medium
SR-102218,Planning,Land Use Complaint,2026-04-04,Closed,2026-04-14,10,4,Medium
SR-101465,Code Enforcement,Abandoned Vehicle,2026-04-05,Resolved,2026-04-08,3,1,Low
SR-100125,Code Enforcement,Illegal Dumping,2026-04-05,Closed,2026-04-06,1,5,High
SR-100593,Public Works,Sidewalk Damage,2026-04-05,In Progress,,158,2,High
SR-101570,Code Enforcement,Illegal Dumping,2026-04-06,Resolved,2026-04-14,8,3,Medium
SR-100083,Planning,Permit Question,2026-04-06,Open,,157,1,Low
SR-101617,Public Works,Pothole Repair,2026-04-06,In Progress,,157,5,Medium
SR-100632,Code Enforcement,Unsafe Structure,2026-04-06,Closed,2026-04-16,10,3,High
SR-100015,Code Enforcement,Illegal Dumping,2026-04-06,Closed,2026-04-08,2,1,Low
SR-100915,Public Works,Street Light Outage,2026-04-07,Resolved,2026-04-12,5,2,Low
SR-100971,Public Works,Road Debris,2026-04-08,In Progress,,155,4,Low
SR-102277,Code Enforcement,Overgrown Lot,2026-04-08,Closed,2026-04-27,19,1,Low
SR-101474,Code Enforcement,Abandoned Vehicle,2026-04-08,Closed,2026-04-10,2,3,Low
SR-101105,Public Works,Pothole Repair,2026-04-08,In Progress,,155,1,Medium
SR-101120,Public Works,Storm Drain Blocked,2026-04-09,Open,,154,3,Low
SR-101302,Public Works,Street Light Outage,2026-04-09,Resolved,2026-04-26,17,3,Medium
SR-102360,Parks & Recreation,Park Maintenance,2026-04-09,Resolved,2026-04-22,13,3,Medium
SR-101437,Code Enforcement,Noise Complaint,2026-04-09,Closed,2026-04-19,10,4,Low
SR-101284,Water Utilities,Water Main Break,2026-04-09,Resolved,2026-04-16,7,2,Low
SR-101706,Code Enforcement,Noise Complaint,2026-04-09,Resolved,2026-04-11,2,5,Low
SR-100555,Public Works,Street Light Outage,2026-04-10,Closed,2026-04-21,11,5,Low
SR-102259,Water Utilities,Meter Reading Issue,2026-04-10,Closed,2026-04-16,6,3,Medium
SR-102288,Planning,Permit Question,2026-04-10,In Progress,,153,3,Low
SR-100352,Water Utilities,Water Main Break,2026-04-10,Open,,153,4,Low
SR-102155,Planning,Sign Violation,2026-04-11,In Progress,,152,3,Low
SR-100267,Public Works,Sidewalk Damage,2026-04-11,Resolved,2026-05-18,37,2,Medium
SR-101331,Code Enforcement,Overgrown Lot,2026-04-11,Resolved,2026-04-21,10,2,Low
SR-101922,Code Enforcement,Overgrown Lot,2026-04-11,In Progress,,152,5,Medium
SR-102234,Public Works,Storm Drain Blocked,2026-04-12,Closed,2026-04-19,7,3,Low
SR-101055,Code Enforcement,Overgrown Lot,2026-04-12,Closed,2026-04-17,5,5,Medium
SR-100727,Water Utilities,Billing Inquiry,2026-04-12,Closed,2026-04-20,8,1,Low
SR-101741,Planning,Permit Question,2026-04-12,Closed,2026-04-14,2,2,Low
SR-100154,Public Works,Storm Drain Blocked,2026-04-12,Open,,151,3,Medium
SR-101259,Water Utilities,Water Main Break,2026-04-13,Closed,2026-05-03,20,5,High
SR-100953,Public Works,Sidewalk Damage,2026-04-13,Resolved,2026-04-21,8,1,Low
SR-100698,Planning,Sign Violation,2026-04-13,Open,,150,1,Low
SR-102191,Public Works,Storm Drain Blocked,2026-04-13,Open,,150,4,Low
SR-101675,Parks & Recreation,Trail Erosion,2026-04-13,Resolved,2026-04-17,4,5,High
SR-101863,Public Works,Road Debris,2026-04-14,Closed,2026-05-12,28,5,Medium
SR-101669,Public Works,Pothole Repair,2026-04-14,Resolved,2026-04-21,7,1,Medium
SR-100141,Animal Control,Animal Bite Report,2026-04-14,Resolved,2026-04-20,6,2,Low
SR-100530,Water Utilities,Water Main Break,2026-04-15,Resolved,2026-05-02,17,5,Medium
SR-101896,Public Works,Storm Drain Blocked,2026-04-15,Open,,148,3,Medium
SR-101348,Public Works,Road Debris,2026-04-15,Open,,148,4,Medium
SR-101902,Planning,Zoning Inquiry,2026-04-16,In Progress,,147,4,High
SR-100879,Public Works,Road Debris,2026-04-16,Closed,2026-05-06,20,2,Medium
SR-100594,Planning,Sign Violation,2026-04-16,In Progress,,147,1,Low
SR-100278,Water Utilities,Water Main Break,2026-04-16,Resolved,2026-04-17,1,1,Low
SR-100580,Water Utilities,Water Main Break,2026-04-16,In Progress,,147,1,Low
SR-100257,Code Enforcement,Illegal Dumping,2026-04-16,Open,,147,4,Low
SR-100044,Public Works,Storm Drain Blocked,2026-04-16,Resolved,2026-04-16,0,3,Low
SR-101587,Planning,Permit Question,2026-04-16,Resolved,2026-04-17,1,4,Low
SR-100634,Public Works,Road Debris,2026-04-16,In Progress,,147,5,Low
SR-101200,Code Enforcement,Illegal Dumping,2026-04-17,Resolved,2026-04-17,0,1,Low
SR-100750,Public Works,Street Light Outage,2026-04-17,Resolved,2026-04-17,0,2,Low
SR-101187,Parks & Recreation,Trail Erosion,2026-04-17,Closed,2026-04-17,0,3,Low
SR-100301,Water Utilities,Billing Inquiry,2026-04-18,Closed,2026-04-27,9,3,Low
SR-101849,Planning,Sign Violation,2026-04-18,Closed,2026-04-18,0,2,Low
SR-101042,Animal Control,Barking Complaint,2026-04-18,Closed,2026-05-01,13,4,Medium
SR-101213,Public Works,Street Light Outage,2026-04-18,Open,,145,5,Low
SR-102436,Planning,Zoning Inquiry,2026-04-18,Resolved,2026-04-24,6,2,Low
SR-101197,Water Utilities,Water Main Break,2026-04-18,Closed,2026-05-12,24,4,High
SR-101962,Planning,Zoning Inquiry,2026-04-19,Closed,2026-04-19,0,1,Medium
SR-101174,Public Works,Sidewalk Damage,2026-04-19,In Progress,,144,2,Medium
SR-101679,Code Enforcement,Illegal Dumping,2026-04-19,In Progress,,144,4,High
SR-101572,Water Utilities,Water Main Break,2026-04-19,In Progress,,144,5,Low
SR-100381,Planning,Land Use Complaint,2026-04-20,Resolved,2026-04-26,6,5,Medium
SR-102126,Water Utilities,Low Water Pressure,2026-04-20,Closed,2026-05-02,12,1,High
SR-101414,Public Works,Street Light Outage,2026-04-20,Resolved,2026-06-06,47,4,Low
SR-102430,Animal Control,Barking Complaint,2026-04-20,Resolved,2026-06-13,54,1,High
SR-101519,Public Works,Pothole Repair,2026-04-20,Resolved,2026-05-05,15,2,Low
SR-101162,Code Enforcement,Overgrown Lot,2026-04-21,Open,,142,3,Medium
SR-101441,Water Utilities,Meter Reading Issue,2026-04-21,In Progress,,142,2,Low
SR-102177,Planning,Land Use Complaint,2026-04-21,Resolved,2026-05-07,16,2,Medium
SR-101901,Code Enforcement,Overgrown Lot,2026-04-21,Open,,142,4,Medium
SR-100162,Public Works,Street Light Outage,2026-04-22,Closed,2026-04-29,7,3,Low
SR-102117,Code Enforcement,Overgrown Lot,2026-04-22,Closed,2026-05-08,16,5,High
SR-100469,Public Works,Sidewalk Damage,2026-04-22,In Progress,,141,4,High
SR-100758,Public Works,Street Light Outage,2026-04-22,In Progress,,141,1,Low
SR-101350,Public Works,Road Debris,2026-04-22,In Progress,,141,2,High
SR-100167,Public Works,Road Debris,2026-04-22,Resolved,2026-04-22,0,4,High
SR-102264,Water Utilities,Low Water Pressure,2026-04-22,Closed,2026-05-13,21,4,Low
SR-102355,Parks & Recreation,Tree Trimming Request,2026-04-23,Closed,2026-05-01,8,3,Low
SR-102425,Parks & Recreation,Trail Erosion,2026-04-23,Open,,140,3,High
SR-100859,Planning,Zoning Inquiry,2026-04-24,Resolved,2026-05-16,22,2,Low
SR-100875,Public Works,Sidewalk Damage,2026-04-24,In Progress,,139,3,Medium
SR-101880,Animal Control,Wildlife Concern,2026-04-24,Resolved,2026-04-29,5,5,Medium
SR-101180,Public Works,Street Light Outage,2026-04-24,Closed,2026-05-14,20,3,Low
SR-102461,Parks & Recreation,Playground Equipment Damage,2026-04-24,Resolved,2026-05-03,9,5,Medium
SR-102304,Public Works,Sidewalk Damage,2026-04-24,Resolved,2026-04-24,0,3,High
SR-100995,Public Works,Road Debris,2026-04-25,Closed,2026-05-12,17,1,Low
SR-100652,Animal Control,Barking Complaint,2026-04-25,Open,,138,5,Medium
SR-101740,Animal Control,Animal Bite Report,2026-04-25,Closed,2026-04-27,2,4,Low
SR-102471,Public Works,Road Debris,2026-04-26,Open,,137,1,Medium
SR-100262,Water Utilities,Low Water Pressure,2026-04-26,Resolved,2026-04-29,3,1,Low
SR-100037,Parks & Recreation,Tree Trimming Request,2026-04-26,Closed,2026-04-28,2,3,Medium
SR-102405,Planning,Permit Question,2026-04-27,Open,,136,1,Low
SR-100745,Animal Control,Barking Complaint,2026-04-27,Resolved,2026-05-13,16,1,Low
SR-100732,Public Works,Sidewalk Damage,2026-04-27,In Progress,,136,5,Low
SR-101270,Code Enforcement,Illegal Dumping,2026-04-27,In Progress,,136,1,Medium
SR-101145,Water Utilities,Meter Reading Issue,2026-04-27,In Progress,,136,1,Medium
SR-102160,Planning,Land Use Complaint,2026-04-28,Open,,135,3,Medium
SR-101916,Public Works,Street Light Outage,2026-04-28,Resolved,2026-05-02,4,5,Low
SR-100974,Code Enforcement,Illegal Dumping,2026-04-28,Closed,2026-04-30,2,3,Low
SR-100390,Code Enforcement,Noise Complaint,2026-04-28,Closed,2026-04-29,1,4,Low
SR-101422,Code Enforcement,Unsafe Structure,2026-04-28,Closed,2026-05-02,4,5,High
SR-100510,Public Works,Street Light Outage,2026-04-30,Resolved,2026-05-15,15,1,Low
SR-101380,Public Works,Sidewalk Damage,2026-04-30,Closed,2026-05-28,28,3,Low
SR-100101,Planning,Sign Violation,2026-04-30,Resolved,2026-05-02,2,1,Low
SR-102069,Parks & Recreation,Trail Erosion,2026-04-30,Resolved,2026-05-07,7,1,Medium
SR-101349,Water Utilities,Billing Inquiry,2026-04-30,Closed,2026-04-30,0,4,Medium
SR-100762,Public Works,Pothole Repair,2026-04-30,Closed,2026-05-21,21,1,Medium
SR-102212,Water Utilities,Water Main Break,2026-05-01,Open,,132,5,Low
SR-101998,Code Enforcement,Abandoned Vehicle,2026-05-01,Open,,132,1,Low
SR-101730,Water Utilities,Meter Reading Issue,2026-05-01,In Progress,,132,5,Medium
SR-102053,Public Works,Road Debris,2026-05-01,Closed,2026-05-04,3,1,Medium
SR-101166,Public Works,Pothole Repair,2026-05-01,Closed,2026-05-08,7,3,Medium
SR-101322,Water Utilities,Billing Inquiry,2026-05-02,Resolved,2026-05-04,2,1,Low
SR-100817,Public Works,Sidewalk Damage,2026-05-02,Open,,131,5,High
SR-100960,Code Enforcement,Overgrown Lot,2026-05-03,Resolved,2026-05-09,6,5,Medium
SR-101759,Code Enforcement,Noise Complaint,2026-05-03,Open,,130,1,High
SR-100928,Animal Control,Wildlife Concern,2026-05-03,Resolved,2026-05-26,23,3,Low
SR-100050,Code Enforcement,Overgrown Lot,2026-05-03,Resolved,2026-06-04,32,5,Medium
SR-100160,Parks & Recreation,Tree Trimming Request,2026-05-04,Open,,129,2,Medium
SR-100192,Code Enforcement,Noise Complaint,2026-05-04,Closed,2026-05-06,2,5,Low
SR-101211,Planning,Zoning Inquiry,2026-05-04,Open,,129,3,Low
SR-101467,Water Utilities,Meter Reading Issue,2026-05-05,Resolved,2026-05-15,10,4,High
SR-102437,Public Works,Sidewalk Damage,2026-05-05,Closed,2026-05-20,15,2,Low
SR-101514,Code Enforcement,Unsafe Structure,2026-05-05,Closed,2026-05-13,8,3,Low
SR-102330,Parks & Recreation,Tree Trimming Request,2026-05-05,Open,,128,2,Medium
SR-100927,Water Utilities,Billing Inquiry,2026-05-06,Resolved,2026-05-21,15,2,Low
SR-101420,Code Enforcement,Overgrown Lot,2026-05-06,In Progress,,127,2,Low
SR-100068,Parks & Recreation,Park Maintenance,2026-05-07,Closed,2026-05-31,24,5,Low
SR-101836,Planning,Zoning Inquiry,2026-05-07,Closed,2026-05-09,2,2,Medium
SR-100590,Planning,Sign Violation,2026-05-07,In Progress,,126,4,Low
SR-100360,Water Utilities,Billing Inquiry,2026-05-07,Resolved,2026-06-12,36,1,Medium
SR-100878,Public Works,Street Light Outage,2026-05-08,In Progress,,125,2,High
SR-101584,Water Utilities,Billing Inquiry,2026-05-08,Closed,2026-05-26,18,2,Medium
SR-101516,Public Works,Storm Drain Blocked,2026-05-08,In Progress,,125,1,Low
SR-101585,Code Enforcement,Unsafe Structure,2026-05-08,In Progress,,125,5,Low
SR-101493,Public Works,Sidewalk Damage,2026-05-08,Resolved,2026-05-15,7,5,Medium
SR-100868,Animal Control,Stray Animal,2026-05-08,Closed,2026-05-19,11,1,Low
SR-101726,Water Utilities,Billing Inquiry,2026-05-08,Open,,125,4,Low
SR-101961,Water Utilities,Water Main Break,2026-05-08,Closed,2026-05-25,17,5,Low
SR-100695,Public Works,Pothole Repair,2026-05-09,In Progress,,124,1,Low
SR-100457,Public Works,Storm Drain Blocked,2026-05-09,Open,,124,3,Medium
SR-101773,Animal Control,Animal Bite Report,2026-05-09,Resolved,2026-06-11,33,3,High
SR-101535,Public Works,Storm Drain Blocked,2026-05-09,Closed,2026-05-16,7,2,Low
SR-101542,Animal Control,Wildlife Concern,2026-05-10,In Progress,,123,4,Medium
SR-101832,Public Works,Street Light Outage,2026-05-10,Resolved,2026-05-17,7,1,Medium
SR-102478,Parks & Recreation,Playground Equipment Damage,2026-05-10,Open,,123,3,Low
SR-102350,Animal Control,Animal Bite Report,2026-05-11,In Progress,,122,1,Low
SR-101829,Water Utilities,Meter Reading Issue,2026-05-11,Closed,2026-05-30,19,2,Medium
SR-101058,Code Enforcement,Overgrown Lot,2026-05-12,Open,,121,5,Medium
SR-101537,Planning,Sign Violation,2026-05-12,Open,,121,3,Medium
SR-101939,Code Enforcement,Unsafe Structure,2026-05-12,Closed,2026-05-15,3,1,Medium
SR-102190,Public Works,Pothole Repair,2026-05-12,Open,,121,1,Medium
SR-100578,Code Enforcement,Noise Complaint,2026-05-13,Closed,2026-05-19,6,5,Medium
SR-101154,Public Works,Street Light Outage,2026-05-13,Resolved,2026-05-25,12,5,Medium
SR-101629,Animal Control,Wildlife Concern,2026-05-13,Closed,2026-05-17,4,4,Low
SR-101756,Public Works,Street Light Outage,2026-05-13,Resolved,2026-05-13,0,2,Medium
SR-100739,Planning,Permit Question,2026-05-13,Closed,2026-05-13,0,2,Medium
SR-101719,Public Works,Sidewalk Damage,2026-05-13,Closed,2026-05-21,8,5,Medium
SR-100771,Public Works,Sidewalk Damage,2026-05-13,Resolved,2026-05-20,7,2,High
SR-101793,Public Works,Storm Drain Blocked,2026-05-13,In Progress,,120,1,High
SR-100058,Planning,Zoning Inquiry,2026-05-14,Resolved,2026-05-25,11,2,Low
SR-100011,Public Works,Sidewalk Damage,2026-05-14,Closed,2026-05-28,14,1,Medium
SR-100396,Code Enforcement,Abandoned Vehicle,2026-05-14,Closed,2026-05-24,10,3,Low
SR-101674,Code Enforcement,Overgrown Lot,2026-05-14,Resolved,2026-06-21,38,4,Low
SR-100541,Animal Control,Barking Complaint,2026-05-14,Open,,119,4,Medium
SR-102310,Code Enforcement,Illegal Dumping,2026-05-14,Resolved,2026-05-22,8,3,Low
SR-100511,Planning,Sign Violation,2026-05-14,Resolved,2026-05-17,3,4,Medium
SR-101336,Water Utilities,Low Water Pressure,2026-05-15,Resolved,2026-06-06,22,2,Medium
SR-102320,Parks & Recreation,Trail Erosion,2026-05-15,Open,,118,2,Low
SR-100070,Water Utilities,Low Water Pressure,2026-05-15,Closed,2026-05-18,3,5,Medium
SR-102236,Water Utilities,Meter Reading Issue,2026-05-15,Resolved,2026-05-19,4,2,Medium
SR-101267,Public Works,Pothole Repair,2026-05-16,In Progress,,117,5,Low
SR-102131,Water Utilities,Water Main Break,2026-05-16,In Progress,,117,2,Low
SR-101895,Public Works,Pothole Repair,2026-05-16,Resolved,2026-06-01,16,1,Low
SR-101565,Planning,Permit Question,2026-05-16,Closed,2026-05-29,13,5,Medium
SR-102483,Animal Control,Barking Complaint,2026-05-16,Resolved,2026-06-07,22,5,Medium
SR-100079,Public Works,Pothole Repair,2026-05-17,In Progress,,116,5,Medium
SR-101886,Animal Control,Wildlife Concern,2026-05-17,Resolved,2026-05-29,12,3,Low
SR-102050,Animal Control,Stray Animal,2026-05-17,Closed,2026-05-31,14,4,Low
SR-101193,Public Works,Road Debris,2026-05-18,Closed,2026-06-26,39,2,Medium
SR-102273,Public Works,Street Light Outage,2026-05-18,In Progress,,115,5,Medium
SR-102486,Water Utilities,Billing Inquiry,2026-05-18,Resolved,2026-05-25,7,1,Low
SR-100845,Water Utilities,Billing Inquiry,2026-05-19,In Progress,,114,2,High
SR-100464,Planning,Sign Violation,2026-05-19,Resolved,2026-06-05,17,1,Low
SR-101272,Public Works,Sidewalk Damage,2026-05-20,Closed,2026-06-02,13,4,Low
SR-100466,Parks & Recreation,Park Maintenance,2026-05-20,Closed,2026-05-25,5,1,Low
SR-100173,Planning,Zoning Inquiry,2026-05-21,Resolved,2026-06-08,18,5,Medium
SR-101178,Code Enforcement,Unsafe Structure,2026-05-21,Open,,112,5,Low
SR-101861,Planning,Permit Question,2026-05-21,Resolved,2026-06-13,23,2,Low
SR-100195,Public Works,Sidewalk Damage,2026-05-22,Closed,2026-05-28,6,2,Low
SR-101822,Water Utilities,Water Main Break,2026-05-23,Resolved,2026-05-24,1,5,Medium
SR-100407,Parks & Recreation,Tree Trimming Request,2026-05-23,Resolved,2026-06-15,23,3,Low
SR-102000,Public Works,Pothole Repair,2026-05-23,Resolved,2026-06-20,28,1,Low
SR-100678,Public Works,Storm Drain Blocked,2026-05-23,Resolved,2026-06-17,25,3,Low
SR-101554,Code Enforcement,Unsafe Structure,2026-05-23,Resolved,2026-06-03,11,4,Low
SR-100657,Code Enforcement,Illegal Dumping,2026-05-23,Resolved,2026-05-26,3,1,Low
SR-102166,Public Works,Storm Drain Blocked,2026-05-24,Resolved,2026-06-09,16,2,Low
SR-100722,Public Works,Road Debris,2026-05-24,In Progress,,109,5,Medium
SR-100460,Public Works,Road Debris,2026-05-24,Resolved,2026-05-30,6,5,Medium
SR-102396,Planning,Sign Violation,2026-05-25,Closed,2026-05-26,1,3,Medium
SR-100824,Water Utilities,Low Water Pressure,2026-05-25,Resolved,2026-05-27,2,1,Medium
SR-101676,Public Works,Road Debris,2026-05-26,Resolved,2026-06-04,9,3,Medium
SR-102382,Water Utilities,Low Water Pressure,2026-05-26,Closed,2026-06-03,8,5,High
SR-102362,Water Utilities,Meter Reading Issue,2026-05-26,Closed,2026-05-26,0,1,Medium
SR-101637,Public Works,Sidewalk Damage,2026-05-26,Closed,2026-05-27,1,2,Medium
SR-100224,Public Works,Street Light Outage,2026-05-26,Open,,107,1,Low
SR-101077,Public Works,Road Debris,2026-05-28,In Progress,,105,4,High
SR-100748,Animal Control,Stray Animal,2026-05-28,Resolved,2026-05-29,1,2,Low
SR-100675,Water Utilities,Water Main Break,2026-05-28,Closed,2026-05-30,2,4,Medium
SR-102215,Public Works,Sidewalk Damage,2026-05-28,In Progress,,105,5,Low
SR-101778,Planning,Permit Question,2026-05-28,Closed,2026-06-13,16,3,Low
SR-100114,Public Works,Sidewalk Damage,2026-05-28,Resolved,2026-06-13,16,5,Low
SR-101609,Water Utilities,Billing Inquiry,2026-05-29,Closed,2026-06-01,3,3,Low
SR-101717,Water Utilities,Low Water Pressure,2026-05-31,Closed,2026-05-31,0,2,Medium
SR-102363,Public Works,Storm Drain Blocked,2026-05-31,Resolved,2026-06-07,7,2,Low
SR-100957,Water Utilities,Low Water Pressure,2026-05-31,Open,,102,3,Low
SR-100796,Code Enforcement,Unsafe Structure,2026-05-31,Closed,2026-06-02,2,5,Medium
SR-102489,Public Works,Road Debris,2026-05-31,Resolved,2026-06-19,19,5,Low
SR-100055,Code Enforcement,Noise Complaint,2026-05-31,Closed,2026-06-11,11,2,Low
SR-100272,Public Works,Sidewalk Damage,2026-06-01,Resolved,2026-06-19,18,2,Low
SR-100260,Animal Control,Animal Bite Report,2026-06-01,Closed,2026-06-17,16,1,Medium
SR-100636,Code Enforcement,Illegal Dumping,2026-06-01,Closed,2026-06-03,2,5,Low
SR-100255,Code Enforcement,Unsafe Structure,2026-06-01,Resolved,2026-06-01,0,2,Medium
SR-102093,Public Works,Road Debris,2026-06-01,In Progress,,101,3,Low
SR-101869,Animal Control,Animal Bite Report,2026-06-01,In Progress,,101,4,Low
SR-100841,Public Works,Storm Drain Blocked,2026-06-01,Resolved,2026-06-02,1,1,Low
SR-100392,Planning,Sign Violation,2026-06-01,Resolved,2026-06-08,7,3,Low
SR-100814,Public Works,Road Debris,2026-06-01,Closed,2026-06-03,2,1,Low
SR-101657,Water Utilities,Low Water Pressure,2026-06-01,Closed,2026-06-05,4,1,Medium
SR-100440,Public Works,Sidewalk Damage,2026-06-02,In Progress,,100,3,Medium
SR-101205,Parks & Recreation,Trail Erosion,2026-06-02,Open,,100,2,High
SR-100699,Animal Control,Wildlife Concern,2026-06-02,Resolved,2026-06-17,15,5,Low
SR-100104,Planning,Zoning Inquiry,2026-06-02,Resolved,2026-06-29,27,3,Low
SR-101942,Water Utilities,Meter Reading Issue,2026-06-02,Resolved,2026-06-03,1,3,High
SR-101789,Public Works,Storm Drain Blocked,2026-06-03,In Progress,,99,3,Medium
SR-101952,Parks & Recreation,Park Maintenance,2026-06-03,Resolved,2026-06-08,5,5,Low
SR-100735,Parks & Recreation,Playground Equipment Damage,2026-06-03,Resolved,2026-06-18,15,4,Low
SR-100320,Planning,Permit Question,2026-06-03,In Progress,,99,3,High
SR-100445,Animal Control,Barking Complaint,2026-06-04,Resolved,2026-06-06,2,4,Low
SR-100369,Animal Control,Stray Animal,2026-06-04,Open,,98,5,Medium
SR-100199,Code Enforcement,Unsafe Structure,2026-06-05,Resolved,2026-06-07,2,5,Low
SR-100799,Planning,Zoning Inquiry,2026-06-06,In Progress,,96,4,Low
SR-101928,Planning,Permit Question,2026-06-06,Resolved,2026-06-11,5,3,Low
SR-100143,Water Utilities,Billing Inquiry,2026-06-07,Resolved,2026-06-10,3,4,Medium
SR-101522,Code Enforcement,Illegal Dumping,2026-06-07,In Progress,,95,4,Low
SR-100196,Public Works,Pothole Repair,2026-06-08,Resolved,2026-06-17,9,3,High
SR-101929,Water Utilities,Meter Reading Issue,2026-06-09,Open,,93,4,Medium
SR-101317,Animal Control,Animal Bite Report,2026-06-09,Resolved,2026-07-06,27,4,Medium
SR-101423,Water Utilities,Billing Inquiry,2026-06-09,Resolved,2026-06-12,3,5,Low
SR-100424,Public Works,Sidewalk Damage,2026-06-09,Open,,93,2,Medium
SR-101731,Public Works,Sidewalk Damage,2026-06-09,In Progress,,93,2,Medium
SR-102005,Public Works,Road Debris,2026-06-10,Resolved,2026-06-15,5,2,Low
SR-101545,Parks & Recreation,Trail Erosion,2026-06-10,Resolved,2026-06-11,1,5,Low
SR-101475,Public Works,Street Light Outage,2026-06-10,Closed,2026-06-12,2,5,Medium
SR-100217,Public Works,Storm Drain Blocked,2026-06-10,In Progress,,92,5,Low
SR-100163,Water Utilities,Water Main Break,2026-06-10,In Progress,,92,4,Low
SR-102020,Animal Control,Barking Complaint,2026-06-11,Closed,2026-06-21,10,3,Low
SR-102233,Public Works,Road Debris,2026-06-11,Closed,2026-06-18,7,2,Medium
SR-101354,Animal Control,Wildlife Concern,2026-06-11,Resolved,2026-07-03,22,5,Medium
SR-101425,Planning,Permit Question,2026-06-11,Resolved,2026-06-19,8,2,High
SR-100956,Planning,Permit Question,2026-06-11,Resolved,2026-06-14,3,1,Medium
SR-102095,Public Works,Storm Drain Blocked,2026-06-11,Resolved,2026-06-19,8,5,Low
SR-101779,Public Works,Storm Drain Blocked,2026-06-12,In Progress,,90,2,Medium
SR-100421,Water Utilities,Billing Inquiry,2026-06-12,Closed,2026-06-17,5,1,Medium
SR-101578,Code Enforcement,Abandoned Vehicle,2026-06-12,Closed,2026-06-19,7,1,Medium
SR-102014,Animal Control,Barking Complaint,2026-06-12,Closed,2026-06-15,3,2,Low
SR-100605,Planning,Land Use Complaint,2026-06-13,In Progress,,89,1,Low
SR-101325,Animal Control,Barking Complaint,2026-06-13,Closed,2026-06-20,7,3,Low
SR-101233,Water Utilities,Water Main Break,2026-06-13,Closed,2026-06-22,9,3,Low
SR-100325,Public Works,Pothole Repair,2026-06-13,In Progress,,89,2,Low
SR-101797,Parks & Recreation,Tree Trimming Request,2026-06-13,Open,,89,3,Low
SR-100366,Public Works,Pothole Repair,2026-06-13,Resolved,2026-06-14,1,1,Low
SR-101332,Code Enforcement,Abandoned Vehicle,2026-06-14,Resolved,2026-06-18,4,4,Medium
SR-100853,Public Works,Storm Drain Blocked,2026-06-14,Closed,2026-06-26,12,2,High
SR-102434,Public Works,Sidewalk Damage,2026-06-14,Open,,88,1,Low
SR-101033,Water Utilities,Meter Reading Issue,2026-06-15,Resolved,2026-06-16,1,5,Medium
SR-101663,Code Enforcement,Overgrown Lot,2026-06-15,Resolved,2026-06-23,8,1,Low
SR-102328,Water Utilities,Meter Reading Issue,2026-06-16,Open,,86,2,Low
SR-100551,Water Utilities,Low Water Pressure,2026-06-16,Resolved,2026-07-24,38,2,Low
SR-101974,Public Works,Street Light Outage,2026-06-16,Closed,2026-07-11,25,4,Medium
SR-101830,Public Works,Pothole Repair,2026-06-16,Closed,2026-06-17,1,5,Low
SR-100389,Public Works,Storm Drain Blocked,2026-06-17,Resolved,2026-07-27,40,3,Low
SR-102349,Public Works,Storm Drain Blocked,2026-06-17,In Progress,,85,2,Medium
SR-101855,Public Works,Storm Drain Blocked,2026-06-17,Resolved,2026-07-22,35,2,Medium
SR-101254,Animal Control,Wildlife Concern,2026-06-17,Resolved,2026-07-12,25,3,Medium
SR-100095,Public Works,Storm Drain Blocked,2026-06-18,Open,,84,1,Low
SR-100646,Public Works,Road Debris,2026-06-18,Closed,2026-06-19,1,3,Medium
SR-101390,Code Enforcement,Unsafe Structure,2026-06-19,In Progress,,83,5,Medium
SR-102301,Code Enforcement,Illegal Dumping,2026-06-19,Resolved,2026-06-19,0,5,Medium
SR-101606,Public Works,Storm Drain Blocked,2026-06-19,Closed,2026-06-30,11,1,Low
SR-101881,Code Enforcement,Noise Complaint,2026-06-20,Resolved,2026-06-29,9,1,High
SR-101888,Water Utilities,Billing Inquiry,2026-06-20,Resolved,2026-07-03,13,5,Low
SR-101028,Code Enforcement,Unsafe Structure,2026-06-20,Open,,82,2,Medium
SR-101811,Water Utilities,Low Water Pressure,2026-06-20,Closed,2026-07-10,20,5,Low
